"name_age","match_name","full_name","marathon","year","date","time","time_minutes"
"John Mason (M)","JOHN MASON","JOHN MASON","Toronto Waterfront Marathon",2017,"2017-10-22","2:26:08",146.133333333333
"Philemon Rono (M)","PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2018,"2018-10-21","2:13:37",133.616666666667
"Terence Attema (M)","TERENCE ATTEMA","TERENCE ATTEMA","Toronto Waterfront Marathon",2018,"2018-10-21","2:22:34",142.566666666667
"Lucas McAneney (M)","LUCAS MCANENEY","LUCAS MCANENEY","Toronto Waterfront Marathon",2018,"2018-10-21","2:26:55",146.916666666667
"Philemon Rono (M)","PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2019,"2019-10-20","2:05:00",125
"Lemi Berhanu (M)","LEMI BERHANU HAYLE","LEMI BERHANU","Toronto Waterfront Marathon",2019,"2019-10-20","2:05:09",125.15
"Abera Kuma (M)","ABERA KUMA","ABERA KUMA","Toronto Waterfront Marathon",2019,"2019-10-20","2:09:14",129.233333333333
"Juan Luis Barrios (M)","JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","Toronto Waterfront Marathon",2019,"2019-10-20","2:11:52",131.866666666667
"Calum Neff (M)","CALUM NEFF","CALUM NEFF","Toronto Waterfront Marathon",2019,"2019-10-20","2:20:44",140.733333333333
"Daniel Vargas (M)","DANIEL VARGAS","DANIEL VARGAS","Toronto Waterfront Marathon",2019,"2019-10-20","2:32:03",152.05
"Dominic Ondoro (M28)","DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2015,"2015-10-04","2:11:16",131.266666666667
"Elisha Barno (M30)","ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2015,"2015-10-04","2:11:39",131.65
"Jacob Chemtai (M28)","JACOB CHEMTAI","JACOB CHEMTAI","Twin Cities Marathon",2015,"2015-10-04","2:14:13",134.216666666667
"Abrahamm Chelanga (M31)","ABRAHAM CHELANGA","ABRAHAMM CHELANGA","Twin Cities Marathon",2015,"2015-10-04","2:15:53",135.883333333333
"Kipchumba Chelimo (M)","KIPCHUMBA CHELIMO","KIPCHUMBA CHELIMO","Twin Cities Marathon",2015,"2015-10-04","2:19:39",139.65
"David Tuwei (M36)","DAVID TUWEI","DAVID TUWEI","Twin Cities Marathon",2015,"2015-10-04","2:19:57",139.95
"Griffith Graves (M25)","GRIFFITH GRAVES","GRIFFITH GRAVES","Twin Cities Marathon",2015,"2015-10-04","2:20:51",140.85
"Michael Wardian (M41)","MICHAEL WARDIAN","MICHAEL WARDIAN","Twin Cities Marathon",2015,"2015-10-04","2:35:19",155.316666666667
"Dominic Ondoro (M28)","DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2016,"2016-10-09","2:08:51",128.85
"Elisha Barno (M31)","ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2016,"2016-10-09","2:10:21",130.35
"Rodgers Gesabwa (M28)","RODGERS GESABWA","RODGERS GESABWA","Twin Cities Marathon",2016,"2016-10-09","2:15:24",135.4
"Jacob Chemtai (M29)","JACOB CHEMTAI","JACOB CHEMTAI","Twin Cities Marathon",2016,"2016-10-09","2:16:51",136.85
"Adam Bohach (M32)","ADAM BOHACH","ADAM BOHACH","Twin Cities Marathon",2016,"2016-10-09","2:19:29",139.483333333333
"Terence Attema (M26)","TERENCE ATTEMA","TERENCE ATTEMA","Twin Cities Marathon",2016,"2016-10-09","2:19:49",139.816666666667
"Jonathan Peterson (M27)","JONATHAN PETERSON","JONATHAN PETERSON","Twin Cities Marathon",2016,"2016-10-09","2:20:21",140.35
"Kennedy Kemei (M38)","KENNEDY KEMEI","KENNEDY KEMEI","Twin Cities Marathon",2016,"2016-10-09","2:24:34",144.566666666667
"Dominic Ondoro (M29)","DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2017,"2017-10-01","2:11:53",131.883333333333
"Elisha Barno (M32)","ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2017,"2017-10-01","2:12:10",132.166666666667
"Nelson Oyugi (M25)","NELSON OYUGI","NELSON OYUGI","Twin Cities Marathon",2017,"2017-10-01","2:14:33",134.55
"Joe Moore (M33)","JOE MOORE","JOE MOORE","Twin Cities Marathon",2017,"2017-10-01","2:21:26",141.433333333333
"Michael Crouch (M29)","MICHAEL CROUCH","MICHAEL CROUCH","Twin Cities Marathon",2017,"2017-10-01","2:28:20",148.333333333333
"Elisha Barno (M33)","ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2018,"2018-10-07","2:11:58",131.966666666667
"Birhanu Kemal (M32)","BIRHANU DARE KEMAL","BIRHANU KEMAL","Twin Cities Marathon",2018,"2018-10-07","2:14:47",134.783333333333
"Tyler Jerman (M26)","TYLER JERMANN","TYLER JERMAN","Twin Cities Marathon",2018,"2018-10-07","2:19:39",139.65
"Cole Atkins (M32)","COLE ATKINS","COLE ATKINS","Twin Cities Marathon",2018,"2018-10-07","2:20:39",140.65
"Japhet Kipkoech (M27)","JAPHET KIPKOECH","JAPHET KIPKOECH","Twin Cities Marathon",2018,"2018-10-07","2:22:28",142.466666666667
"Gregory Leak (M30)","GREGORY LEAK","GREGORY LEAK","Twin Cities Marathon",2018,"2018-10-07","2:28:35",148.583333333333
"Donovan Fellows (M39)","DONOVAN FELLOWS","DONOVAN FELLOWS","Twin Cities Marathon",2018,"2018-10-07","2:45:31",165.516666666667
"Dominic Ondoro (M31)","DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2019,"2019-10-06","2:12:23",132.383333333333
"Travis Morrison (M27)","TRAVIS MORRISON","TRAVIS MORRISON","Twin Cities Marathon",2019,"2019-10-06","2:18:53",138.883333333333
"Luka Chelimo (M)","LUKA CHELIMO","LUKA CHELIMO","Vancouver Intl Marathon",2015,"2015-05-03","2:18:37",138.616666666667
"Daniel Kipkoech (M)","DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2015,"2015-05-03","2:18:49",138.816666666667
"Kip Kangogo (M)","KIP KANGOGO","KIP KANGOGO","Vancouver Intl Marathon",2015,"2015-05-03","2:19:21",139.35
"Saeki Makino (M)","SAEKI MAKINO","SAEKI MAKINO","Vancouver Intl Marathon",2015,"2015-05-03","2:23:10",143.166666666667
"Daniel Kipkoech (M)","DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2016,"2016-05-01","2:21:04",141.066666666667
"Habteselassa Lemma Gemechu (M)","HABTESELASSA LEMMA GEMECHU","HABTESELASSA LEMMA GEMECHU","Vancouver Intl Marathon",2016,"2016-05-01","2:23:29",143.483333333333
"Daniel Kipkoech (M)","DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2017,"2017-05-07","2:19:09",139.15
"Robin Watson (M)","ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2017,"2017-05-07","2:44:40",164.666666666667
"Robin Watson (M)","ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2018,"2018-05-06","2:27:38",147.633333333333
"Yuki Kawauchi (M)","YUKI KAWAUCHI","YUKI KAWAUCHI","Vancouver Intl Marathon",2019,"2019-05-05","2:15:01",135.016666666667
"Luka Chelimo (M)","LUKA CHELIMO","LUKA CHELIMO","Vancouver Intl Marathon",2019,"2019-05-05","2:19:25",139.416666666667
"Saeki Makino (M)","SAEKI MAKINO","SAEKI MAKINO","Vancouver Intl Marathon",2019,"2019-05-05","2:19:40",139.666666666667
"Daniel Kipkoech (M)","DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2019,"2019-05-05","2:24:18",144.3
"Robin Watson (M)","ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2019,"2019-05-05","2:25:10",145.166666666667
"Matt Pelletier (M35)","MATT PELLETIER","MATT PELLETIER","Vermont City Marathon",2015,"2015-05-24","2:19:12",139.2
"Blair Teal (M29)","BLAIR TEAL","BLAIR TEAL","Vermont City Marathon",2015,"2015-05-24","2:19:34",139.566666666667
"David Sinclair (M23)","DAVID SINCLAIR","DAVID SINCLAIR","Vermont City Marathon",2015,"2015-05-24","2:26:17",146.283333333333
"Michael Wardian (M41)","MICHAEL WARDIAN","MICHAEL WARDIAN","Vermont City Marathon",2015,"2015-05-24","2:29:20",149.333333333333
"Matt Pelletier (M36)","MATT PELLETIER","MATT PELLETIER","Vermont City Marathon",2016,"2016-05-29","2:23:02",143.033333333333
"Sam Morse (M32)","SAM MORSE","SAM MORSE","Vermont City Marathon",2016,"2016-05-29","2:23:33",143.55
"Blair Teal (M30)","BLAIR TEAL","BLAIR TEAL","Vermont City Marathon",2016,"2016-05-29","2:26:00",146
"Tyler Andrews (M27)","TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2017,"2017-05-28","2:19:41",139.683333333333
"Sam Morse (M33)","SAM MORSE","SAM MORSE","Vermont City Marathon",2017,"2017-05-28","2:21:44",141.733333333333
"David Sinclair (M25)","DAVID SINCLAIR","DAVID SINCLAIR","Vermont City Marathon",2017,"2017-05-28","2:26:24",146.4
"Tyler Andrews (M28)","TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2018,"2018-05-27","2:17:44",137.733333333333
"Nicholas Hilton (M29)","NICHOLAS HILTON","NICHOLAS HILTON","Vermont City Marathon",2018,"2018-05-27","2:19:22",139.366666666667
"Tadesse Yae Dabi (M29)","TADESSE YAE DABI","TADESSE YAE DABI","Vermont City Marathon",2018,"2018-05-27","2:20:43",140.716666666667
"Sam Morse (M34)","SAM MORSE","SAM MORSE","Vermont City Marathon",2018,"2018-05-27","2:22:32",142.533333333333
"Eric Ashe (M30)","ERIC ASHE","ERIC ASHE","Vermont City Marathon",2019,"2019-05-26","2:20:10",140.166666666667
"Tyler Andrews (M29)","TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2019,"2019-05-26","2:23:40",143.666666666667
"Tim Chichester (M29)","TIMOTHY CHICHESTER","TIM CHICHESTER","Wineglass Marathon",2017,"2017-10-01","2:20:19",140.316666666667
